Time,ID,Ax,Ay,Az,Gx,Gy,Gz,Height,Weight
2026-05-07 18:24:24.595,1,0.1,-0.04,0.97,-3.588599999999998,1.9651999999999994,0.021199999999999886,175,75
2026-05-07 18:24:24.634,1,0.09,-0.02,0.93,-1.7585999999999977,3.735199999999999,-0.16880000000000006,175,75
2026-05-07 18:24:24.699,1,0.1,-0.03,0.95,4.031400000000001,10.865199999999998,0.3812,175,75
2026-05-07 18:24:24.714,1,0.1,-0.02,0.96,4.761400000000002,11.7152,-0.22880000000000011,175,75
2026-05-07 18:24:24.725,1,0.11,-0.03,0.97,4.521400000000002,11.655199999999999,-0.7188000000000001,175,75
2026-05-07 18:24:24.748,1,0.14,-0.05,0.96,3.8514000000000017,9.7652,-1.2588000000000001,175,75
2026-05-07 18:24:24.769,1,0.14,-0.06,0.97,3.671400000000002,9.095199999999998,-1.9988,175,75
2026-05-07 18:24:24.783,1,0.15,-0.06,0.95,2.631400000000001,7.2652,-1.9988,175,75
2026-05-07 18:24:24.800,1,0.11,-0.05,0.99,0.5014000000000021,10.1352,-3.9488000000000003,175,75
2026-05-07 18:24:24.821,1,0.11,-0.06,1.03,-4.558599999999998,5.745199999999999,-3.9488000000000003,175,75
2026-05-07 18:24:24.833,1,0.11,-0.05,1.03,-8.278599999999997,4.215199999999999,-5.5888,175,75
2026-05-07 18:24:24.842,1,0.13,-0.03,1.0,-9.628599999999999,2.8751999999999995,-5.5288,175,75
2026-05-07 18:24:24.866,1,0.13,-0.03,0.93,-10.3586,3.3051999999999992,-6.7488,175,75
2026-05-07 18:24:24.876,1,0.12,-0.05,0.93,-9.1386,5.315199999999999,-5.2888,175,75
2026-05-07 18:24:24.910,1,0.09,-0.07,0.95,-8.038599999999999,8.485199999999999,-8.8188,175,75
2026-05-07 18:24:24.988,1,0.08,-0.04,0.94,-4.688599999999997,20.6852,-10.778799999999999,175,75
2026-05-07 18:24:24.998,1,0.07,-0.04,0.94,-4.808599999999998,21.6552,-11.5688,175,75
2026-05-07 18:24:25.030,1,0.15,-0.07,0.88,-2.5485999999999986,22.205199999999998,-13.3988,175,75
2026-05-07 18:24:25.030,1,0.16,-0.06,0.88,0.7414000000000023,22.5752,-13.948799999999999,175,75
2026-05-07 18:24:25.045,1,0.16,-0.05,0.87,4.091400000000002,21.9652,-14.678799999999999,175,75
2026-05-07 18:24:25.104,1,0.12,0.02,0.89,38.6114,-3.7048000000000023,-11.258799999999999,175,75
2026-05-07 18:24:25.136,1,0.17,-0.09,0.71,54.2214,-0.4748000000000019,-21.3188,175,75
2026-05-07 18:24:25.160,1,0.23,-0.1,0.7,75.9214,25.495199999999997,-31.3288,175,75
2026-05-07 18:24:25.178,1,0.29,-0.15,0.71,96.04140000000001,55.5652,-40.6488,175,75
2026-05-07 18:24:25.191,1,0.33,-0.17,0.69,95.9214,64.0352,-39.2488,175,75
2026-05-07 18:24:25.221,1,0.11,-0.17,0.53,72.0814,124.4052,-41.6288,175,75
2026-05-07 18:24:25.234,1,0.1,-0.16,0.67,51.1114,159.21519999999998,-33.8288,175,75
2026-05-07 18:24:25.247,1,0.03,-0.12,0.86,36.9014,161.04520000000002,-23.3388,175,75
2026-05-07 18:24:25.257,1,-0.32,-0.04,0.03,-20.7786,113.6752,-14.428799999999999,175,75
2026-05-07 18:24:25.268,1,-0.76,-0.31,-0.97,-109.98859999999999,225.8052,20.2012,175,75
2026-05-07 18:24:25.290,1,-0.48,-0.58,-0.55,-120.29860000000001,288.3052,34.8312,175,75
2026-05-07 18:24:25.290,1,-0.21,-0.64,-0.34,-142.9186,313.4852,33.611200000000004,175,75
2026-05-07 18:24:25.326,1,-0.26,-1.3,-0.5,-200.5386,403.6752,26.851200000000002,175,75
2026-05-07 18:24:25.326,1,-0.43,-1.69,-0.16,-231.3886,427.6352,26.2412,175,75
2026-05-07 18:24:25.336,1,-0.19,-2.05,0.52,-267.30859999999996,425.0752,26.2412,175,75
2026-05-07 18:24:25.373,1,0.82,-2.01,0.54,-382.24859999999995,122.0252,-10.0388,175,75
2026-05-07 18:24:25.388,1,0.7,-1.81,0.17,-390.9686,66.65520000000001,-15.4088,175,75
2026-05-07 18:24:25.388,1,0.68,-1.75,0.15,-384.86859999999996,68.5452,-19.1288,175,75
2026-05-07 18:24:25.401,1,0.56,-1.56,0.51,-374.6886,71.4752,-17.1188,175,75
2026-05-07 18:24:25.429,1,0.31,-0.89,1.08,-371.5786,19.7652,-22.6688,175,75
2026-05-07 18:24:25.442,1,0.17,-0.61,1.02,-365.9686,-21.934800000000003,-17.968799999999998,175,75
2026-05-07 18:24:25.454,1,0.1,-0.47,0.66,-360.35859999999997,-16.5148,-16.6288,175,75
2026-05-07 18:24:25.466,1,0.1,-0.37,0.44,-350.7786,18.0652,-14.558799999999998,175,75
2026-05-07 18:24:25.476,1,0.1,-0.28,0.4,-329.80859999999996,71.0452,-14.428799999999999,175,75
2026-05-07 18:24:25.476,1,0.14,-0.22,0.59,-300.35859999999997,129.46519999999998,-15.2288,175,75
2026-05-07 18:24:25.494,1,0.25,-0.17,0.89,-270.7186,160.8052,-20.3488,175,75
2026-05-07 18:24:25.508,1,0.32,-0.1,0.99,-254.9286,165.6252,-26.5088,175,75
2026-05-07 18:24:25.517,1,0.38,-0.03,0.98,-237.42860000000002,171.29520000000002,-34.6188,175,75
2026-05-07 18:24:25.523,1,0.37,0.08,0.99,-214.4386,176.78519999999997,-40.7188,175,75
2026-05-07 18:24:25.560,1,0.31,0.37,1.39,-155.23860000000002,162.1452,-53.1488,175,75
2026-05-07 18:24:25.580,1,0.24,0.47,1.4,-125.90859999999999,121.5952,-58.0888,175,75
2026-05-07 18:24:25.596,1,0.18,0.54,1.37,-110.1686,108.7952,-61.2588,175,75
2026-05-07 18:24:25.605,1,0.14,0.59,1.44,-92.3086,102.0252,-61.7488,175,75
2026-05-07 18:24:25.611,1,0.1,0.6,1.55,-76.7586,90.62519999999999,-60.9588,175,75
2026-05-07 18:24:25.635,1,0.05,0.65,1.68,-44.9286,51.0452,-57.6688,175,75
2026-05-07 18:24:25.676,1,-0.08,0.78,1.76,19.9514,-4.434799999999999,-43.0288,175,75
2026-05-07 18:24:25.676,1,-0.13,0.81,1.78,43.1814,-15.294800000000002,-38.7588,175,75
2026-05-07 18:24:25.694,1,-0.24,0.79,1.95,93.48140000000001,-38.7048,-22.1188,175,75
2026-05-07 18:24:25.716,1,-0.36,0.75,2.16,131.7214,-72.9748,-2.7288000000000006,175,75
2026-05-07 18:24:25.728,1,-0.38,0.7,2.24,150.3714,-96.7548,6.0512,175,75
2026-05-07 18:24:25.743,1,-0.36,0.65,2.22,178.2414,-123.95479999999999,15.7512,175,75
2026-05-07 18:24:25.752,1,-0.36,0.58,2.21,206.29139999999998,-138.40480000000002,24.531200000000002,175,75
2026-05-07 18:24:25.771,1,-0.38,0.52,2.11,250.1914,-164.1948,40.8112,175,75
2026-05-07 18:24:25.784,1,-0.45,0.52,2.06,278.00140000000005,-173.03480000000002,53.0012,175,75
