Time,ID,Ax,Ay,Az,Gx,Gy,Gz,Height,Weight
2026-05-11 17:54:51.173,5,-1.95,-0.74,2.0,60.3566,-178.62019999999998,-247.4106,175,75
2026-05-11 17:54:51.183,5,-0.89,-0.36,2.0,68.81660000000001,-252.31019999999998,-247.4106,175,75
2026-05-11 17:54:51.186,5,0.07,-0.06,1.8,80.62660000000001,-252.31019999999998,-247.4106,175,75
2026-05-11 17:54:51.200,5,0.76,0.2,1.35,95.2166,-252.31019999999998,-247.4106,175,75
2026-05-11 17:54:51.225,5,1.97,0.74,0.46,104.62660000000001,-252.31019999999998,-183.6206,175,75
2026-05-11 17:54:51.250,5,0.34,0.97,0.26,-4.4434,89.3598,10.589400000000001,175,75
2026-05-11 17:54:51.263,5,-0.12,0.75,0.18,-38.2534,122.4698,-71.5006,175,75
2026-05-11 17:54:51.272,5,-0.19,0.47,-0.15,-40.7234,115.2398,-127.6106,175,75
2026-05-11 17:54:51.276,5,0.19,0.22,-0.54,2.9265999999999996,76.3598,-113.3406,175,75
2026-05-11 17:54:51.305,5,0.16,0.32,-0.21,103.01660000000001,29.5998,9.1494,175,75
2026-05-11 17:54:51.305,5,-0.16,0.32,-0.01,108.7766,17.869799999999998,47.6194,175,75
2026-05-11 17:54:51.333,5,-0.43,0.16,-0.15,106.82660000000001,-21.7302,88.0694,175,75
2026-05-11 17:54:51.338,5,-0.37,0.07,-0.42,120.20660000000001,-49.8102,115.2794,175,75
2026-05-11 17:54:51.355,5,-0.23,0.07,-0.69,142.4566,-82.3202,159.9994,175,75
2026-05-11 17:54:51.355,5,-0.04,0.13,-0.8,159.63660000000002,-108.05019999999999,206.7494,175,75
2026-05-11 17:54:51.366,5,0.37,0.24,-0.78,155.25660000000002,-97.83019999999999,252.8594,175,75
2026-05-11 17:54:51.377,5,0.39,0.11,-0.53,158.85660000000001,-47.9502,252.8594,175,75
2026-05-11 17:54:51.387,5,0.14,-0.0,-0.44,140.16660000000002,10.8998,252.8594,175,75
2026-05-11 17:54:51.404,5,-0.07,-0.18,-0.24,120.7466,61.489799999999995,232.7994,175,75
2026-05-11 17:54:51.427,5,0.02,-0.46,-0.07,99.0566,158.1698,192.7494,175,75
2026-05-11 17:54:51.427,5,0.25,-0.48,0.01,96.32660000000001,210.8698,192.0394,175,75
2026-05-11 17:54:51.442,5,0.64,-0.54,0.12,91.8066,247.9598,176.1994,175,75
2026-05-11 17:54:51.446,5,-1.83,-0.92,2.0,-15.743400000000001,77.5798,-79.7906,175,75
2026-05-11 17:54:51.459,5,2.0,-1.08,2.0,-193.36339999999998,-186.1102,-247.4106,175,75
2026-05-11 17:54:51.477,5,1.56,-0.85,2.0,-202.58339999999998,183.5198,-168.6206,175,75
2026-05-11 17:54:51.487,5,0.79,-0.58,2.0,-158.2934,219.3298,-224.0406,175,75
2026-05-11 17:54:51.512,5,-0.22,0.33,2.0,-149.4734,247.9598,-247.4106,175,75
2026-05-11 17:54:51.524,5,-0.58,0.28,2.0,-112.93339999999999,247.9598,-247.4106,175,75
2026-05-11 17:54:51.525,5,-1.04,0.17,2.0,-29.273400000000002,237.3398,-247.4106,175,75
2026-05-11 17:54:51.575,5,-1.89,0.76,2.0,-15.743400000000001,-252.31019999999998,-22.9906,175,75
2026-05-11 17:54:51.585,5,-0.53,0.58,2.0,-59.8334,-252.31019999999998,55.349399999999996,175,75
2026-05-11 17:54:51.595,5,0.97,-0.01,0.78,-64.7434,-252.31019999999998,252.8594,175,75
2026-05-11 17:54:51.606,5,2.0,-0.43,-0.43,-41.6434,-252.31019999999998,252.8594,175,75
2026-05-11 17:54:51.630,5,1.04,-0.87,-0.84,-98.54339999999999,244.5498,165.1294,175,75
2026-05-11 17:54:51.644,5,-0.95,-0.82,-0.27,-103.4134,171.6398,113.2594,175,75
2026-05-11 17:54:51.674,5,-2.0,-0.11,0.2,-37.3934,-163.3202,-238.5106,175,75
2026-05-11 17:54:51.685,5,-1.42,0.1,0.11,-26.543400000000002,-220.7002,-247.4106,175,75
2026-05-11 17:54:51.695,5,-0.42,0.34,0.14,-26.1834,-219.0502,-247.4106,175,75
2026-05-11 17:54:51.706,5,2.0,0.81,0.05,-44.1034,-103.1202,-247.4106,175,75
2026-05-11 17:54:51.706,5,2.0,1.38,-0.45,-86.9734,151.7698,-247.4106,175,75
2026-05-11 17:54:51.725,5,0.85,1.32,-0.39,-136.3834,247.9598,-206.2606,175,75
2026-05-11 17:54:51.734,5,-0.4,0.92,-0.27,-161.14339999999999,247.9598,-247.4106,175,75
2026-05-11 17:54:51.744,5,-0.2,0.62,-0.55,-107.3934,214.5198,-223.7106,175,75
2026-05-11 17:54:51.761,5,-0.04,0.47,-0.12,-8.2034,80.8798,-94.8406,175,75
2026-05-11 17:54:51.761,5,-0.16,0.28,0.27,61.7666,-7.3802,12.6594,175,75
2026-05-11 17:54:51.785,5,-0.22,0.03,0.27,94.2466,-70.19019999999999,106.3894,175,75
2026-05-11 17:54:51.786,5,0.02,-0.16,0.05,117.2266,-109.3502,184.6994,175,75
2026-05-11 17:54:51.813,5,0.77,-0.4,-0.33,171.38660000000002,-104.3702,252.8594,175,75
2026-05-11 17:54:51.813,5,1.28,-0.38,-0.58,190.8366,-33.6702,252.8594,175,75
2026-05-11 17:54:51.833,5,1.2,-0.22,-0.68,184.0466,81.19980000000001,252.8594,175,75
2026-05-11 17:54:51.840,5,0.03,-0.1,-0.31,142.3366,151.90980000000002,252.8594,175,75
2026-05-11 17:54:51.841,5,-0.55,-0.22,0.19,87.32660000000001,171.31980000000001,204.4894,175,75
2026-05-11 17:54:51.855,5,-0.76,-0.32,0.8,26.9966,170.5198,75.3194,175,75
2026-05-11 17:54:51.868,5,-0.94,-0.52,2.0,-77.6134,99.72980000000001,-114.4006,175,75
2026-05-11 17:54:51.889,5,0.92,-0.12,2.0,-194.11339999999998,99.74980000000001,-247.4106,175,75
2026-05-11 17:54:51.900,5,1.54,0.08,2.0,-178.64339999999999,85.44980000000001,-247.4106,175,75
2026-05-11 17:54:51.922,5,0.37,-0.34,2.0,-158.5934,247.9598,-128.5406,175,75
2026-05-11 17:54:51.936,5,-0.73,-0.24,2.0,-87.01339999999999,216.09980000000002,59.419399999999996,175,75
2026-05-11 17:54:51.936,5,-1.77,-0.07,2.0,-13.7734,79.16980000000001,149.8394,175,75
2026-05-11 17:54:51.948,5,-2.0,0.15,2.0,32.876599999999996,-91.3202,123.0894,175,75
2026-05-11 17:54:51.958,5,-2.0,0.04,2.0,1.5866,-252.31019999999998,89.7294,175,75
2026-05-11 17:54:51.971,5,-1.57,-0.36,2.0,-27.023400000000002,-252.31019999999998,76.1994,175,75
2026-05-11 17:54:51.994,5,-0.15,-0.54,1.06,17.296599999999998,-252.31019999999998,128.4994,175,75
2026-05-11 17:54:52.005,5,0.36,-0.39,0.45,30.9866,-252.31019999999998,125.8794,175,75
2026-05-11 17:54:52.005,5,2.0,-0.38,-0.49,30.9966,-252.31019999999998,91.3594,175,75
